"REF_DATE","Products and product groups","VALUE"
"1950-10","Homeowners' maintenance and repairs",8.9
"1950-10","Electricity",11.9
"1950-10","Natural gas",10.7
"1950-10","Fuel oil and other fuels",8.4
"1950-10","Furniture",20.4
"1950-10","Purchase of passenger vehicles",21.8
"1950-10","Gasoline",12.7
"1950-10","Local and commuter transportation",5.3
"1950-10","Inter-city transportation",4.9
"1950-10","Personal care services",6.3
"1950-10","Reading material (excluding textbooks)",6.7
"1950-10","Tobacco products and smokers' supplies",6
"1950-11","All-items",12.9
"1950-11","Bakery and cereal products (excluding baby food)",10.5
"1950-11","Rented accommodation",20.9
"1950-11","Mortgage interest cost",9.9
"1950-11","Homeowners' replacement cost",9.7
"1950-11","Property taxes and other special charges",9.8
"1950-11","Homeowners' home and mortgage insurance",3.6
"1950-11","Homeowners' maintenance and repairs",8.9
"1950-11","Electricity",11.9
"1950-11","Natural gas",10.7
"1950-11","Fuel oil and other fuels",8.4
"1950-11","Furniture",20.7
"1950-11","Purchase of passenger vehicles",21.8
"1950-11","Gasoline",12.3
"1950-11","Local and commuter transportation",5.3
"1950-11","Inter-city transportation",4.9
"1950-11","Personal care services",6.5
"1950-11","Reading material (excluding textbooks)",6.7
"1950-11","Tobacco products and smokers' supplies",6
"1950-12","All-items",12.9
"1950-12","Bakery and cereal products (excluding baby food)",10.6
"1950-12","Rented accommodation",20.9
"1950-12","Mortgage interest cost",9.9
"1950-12","Homeowners' replacement cost",9.7
"1950-12","Property taxes and other special charges",9.8
"1950-12","Homeowners' home and mortgage insurance",3.6
"1950-12","Homeowners' maintenance and repairs",8.9
"1950-12","Electricity",11.9
"1950-12","Natural gas",10.7
"1950-12","Fuel oil and other fuels",8.4
"1950-12","Furniture",21
"1950-12","Purchase of passenger vehicles",21.8
"1950-12","Gasoline",12.3
"1950-12","Local and commuter transportation",5.3
"1950-12","Inter-city transportation",4.9
"1950-12","Personal care services",6.5
"1950-12","Reading material (excluding textbooks)",6.8
"1950-12","Tobacco products and smokers' supplies",6
"1951-01","All-items",13
"1951-01","Bakery and cereal products (excluding baby food)",10.6
"1951-01","Rented accommodation",20.9
"1951-01","Mortgage interest cost",9.9
"1951-01","Homeowners' replacement cost",9.9
"1951-01","Property taxes and other special charges",9.8
"1951-01","Homeowners' home and mortgage insurance",3.6
"1951-01","Homeowners' maintenance and repairs",9
"1951-01","Electricity",12
"1951-01","Natural gas",10.7
"1951-01","Fuel oil and other fuels",8.4
"1951-01","Furniture",21.4
"1951-01","Purchase of passenger vehicles",23.2
"1951-01","Gasoline",12.5
"1951-01","Local and commuter transportation",5.3
"1951-01","Inter-city transportation",4.9
"1951-01","Personal care services",6.7
"1951-01","Reading material (excluding textbooks)",7
"1951-01","Tobacco products and smokers' supplies",6
"1951-02","All-items",13.3
"1951-02","Bakery and cereal products (excluding baby food)",10.8
"1951-02","Rented accommodation",20.9
"1951-02","Mortgage interest cost",9.9
"1951-02","Homeowners' replacement cost",10.1
"1951-02","Property taxes and other special charges",9.8
"1951-02","Homeowners' home and mortgage insurance",3.6
"1951-02","Homeowners' maintenance and repairs",9.2
"1951-02","Electricity",12
"1951-02","Natural gas",10.7
"1951-02","Fuel oil and other fuels",8.4
"1951-02","Furniture",21.9
"1951-02","Purchase of passenger vehicles",23.2
"1951-02","Gasoline",12.5
"1951-02","Local and commuter transportation",5.3
"1951-02","Inter-city transportation",4.9
"1951-02","Personal care services",6.7
"1951-02","Reading material (excluding textbooks)",7
"1951-02","Tobacco products and smokers' supplies",6
"1951-03","All-items",13.4
"1951-03","Bakery and cereal products (excluding baby food)",11
"1951-03","Rented accommodation",21
"1951-03","Mortgage interest cost",9.9
"1951-03","Homeowners' replacement cost",10.2
"1951-03","Property taxes and other special charges",9.8
"1951-03","Homeowners' home and mortgage insurance",3.6
"1951-03","Homeowners' maintenance and repairs",9.3
"1951-03","Electricity",12
"1951-03","Natural gas",10.9
"1951-03","Fuel oil and other fuels",8.4
"1951-03","Furniture",22.1
"1951-03","Purchase of passenger vehicles",23.2
"1951-03","Gasoline",12.5
"1951-03","Local and commuter transportation",5.3
"1951-03","Inter-city transportation",4.9
"1951-03","Personal care services",6.9
"1951-03","Reading material (excluding textbooks)",7
"1951-03","Tobacco products and smokers' supplies",6
"1951-04","All-items",13.6
"1951-04","Bakery and cereal products (excluding baby food)",11
"1951-04","Rented accommodation",21
"1951-04","Mortgage interest cost",9.9
"1951-04","Homeowners' replacement cost",10.3
"1951-04","Property taxes and other special charges",9.8
"1951-04","Homeowners' home and mortgage insurance",3.6
"1951-04","Homeowners' maintenance and repairs",9.4
"1951-04","Electricity",12
"1951-04","Natural gas",10.9
"1951-04","Fuel oil and other fuels",8.3
"1951-04","Furniture",22.3
"1951-04","Purchase of passenger vehicles",23.2
"1951-04","Gasoline",12.5
"1951-04","Local and commuter transportation",5.4
"1951-04","Inter-city transportation",4.9
"1951-04","Personal care services",7
"1951-04","Reading material (excluding textbooks)",7
"1951-04","Tobacco products and smokers' supplies",6
"1951-05","All-items",13.6
"1951-05","Bakery and cereal products (excluding baby food)",11
"1951-05","Rented accommodation",21
"1951-05","Mortgage interest cost",9.9
"1951-05","Homeowners' replacement cost",10.5
"1951-05","Property taxes and other special charges",9.8
"1951-05","Homeowners' home and mortgage insurance",3.6
"1951-05","Homeowners' maintenance and repairs",9.7
"1951-05","Electricity",12.5
"1951-05","Natural gas",10.9
"1951-05","Fuel oil and other fuels",8.5
"1951-05","Furniture",22.4
"1951-05","Purchase of passenger vehicles",23.2
"1951-05","Gasoline",12.5
"1951-05","Local and commuter transportation",5.4
"1951-05","Inter-city transportation",4.9
"1951-05","Personal care services",7
"1951-05","Reading material (excluding textbooks)",7
"1951-05","Tobacco products and smokers' supplies",6.7
"1951-06","All-items",13.9
"1951-06","Bakery and cereal products (excluding baby food)",11.1
"1951-06","Rented accommodation",21.5
"1951-06","Mortgage interest cost",10
"1951-06","Homeowners' replacement cost",10.6
"1951-06","Property taxes and other special charges",11
"1951-06","Homeowners' home and mortgage insurance",3.7
"1951-06","Homeowners' maintenance and repairs",9.8
"1951-06","Electricity",12.5
"1951-06","Natural gas",10.9
"1951-06","Fuel oil and other fuels",8.9
"1951-06","Furniture",22.5
"1951-06","Purchase of passenger vehicles",25
"1951-06","Gasoline",12.6
"1951-06","Local and commuter transportation",5.4
"1951-06","Inter-city transportation",5
"1951-06","Personal care services",7
"1951-06","Reading material (excluding textbooks)",7
"1951-06","Tobacco products and smokers' supplies",6.7
"1951-07","All-items",13.9
"1951-07","Bakery and cereal products (excluding baby food)",11.1
"1951-07","Rented accommodation",21.5
"1951-07","Mortgage interest cost",10
"1951-07","Homeowners' replacement cost",10.8
"1951-07","Property taxes and other special charges",11
"1951-07","Homeowners' home and mortgage insurance",3.7
"1951-07","Homeowners' maintenance and repairs",9.9
"1951-07","Electricity",12.5
"1951-07","Natural gas",10.9
"1951-07","Fuel oil and other fuels",8.9
"1951-07","Furniture",22.5
"1951-07","Purchase of passenger vehicles",25
"1951-07","Gasoline",12.6
"1951-07","Local and commuter transportation",5.4
"1951-07","Inter-city transportation",5
"1951-07","Personal care services",7
"1951-07","Reading material (excluding textbooks)",7
"1951-07","Tobacco products and smokers' supplies",6.8
"1951-08","All-items",14
"1951-08","Bakery and cereal products (excluding baby food)",11.3
"1951-08","Rented accommodation",21.5
"1951-08","Mortgage interest cost",10
"1951-08","Homeowners' replacement cost",10.8
"1951-08","Property taxes and other special charges",11
"1951-08","Homeowners' home and mortgage insurance",3.7
"1951-08","Homeowners' maintenance and repairs",10.1
"1951-08","Electricity",12.5
"1951-08","Natural gas",10.9
"1951-08","Fuel oil and other fuels",9.1
"1951-08","Furniture",22.5
"1951-08","Purchase of passenger vehicles",25.2
"1951-08","Gasoline",12.6
"1951-08","Local and commuter transportation",5.8
"1951-08","Inter-city transportation",5
"1951-08","Personal care services",7.1
"1951-08","Reading material (excluding textbooks)",7.2
"1951-08","Tobacco products and smokers' supplies",6.8
"1951-09","All-items",14.1
"1951-09","Bakery and cereal products (excluding baby food)",11.3
"1951-09","Rented accommodation",21.9
"1951-09","Mortgage interest cost",10
"1951-09","Homeowners' replacement cost",10.8
"1951-09","Property taxes and other special charges",11
"1951-09","Homeowners' home and mortgage insurance",3.7
"1951-09","Homeowners' maintenance and repairs",10.2
"1951-09","Electricity",12.5
"1951-09","Natural gas",10.9
"1951-09","Fuel oil and other fuels",9.1
"1951-09","Furniture",22.5
"1951-09","Purchase of passenger vehicles",25.2
"1951-09","Gasoline",12.6
"1951-09","Local and commuter transportation",5.8
"1951-09","Inter-city transportation",5
"1951-09","Personal care services",7.1
"1951-09","Reading material (excluding textbooks)",7.2
"1951-09","Tobacco products and smokers' supplies",6.8
"1951-10","All-items",14.2
"1951-10","Bakery and cereal products (excluding baby food)",11.4
"1951-10","Rented accommodation",21.9
"1951-10","Mortgage interest cost",10
"1951-10","Homeowners' replacement cost",10.8
"1951-10","Property taxes and other special charges",11
"1951-10","Homeowners' home and mortgage insurance",3.7
"1951-10","Homeowners' maintenance and repairs",10.2
"1951-10","Electricity",12.5
"1951-10","Natural gas",10.9
"1951-10","Fuel oil and other fuels",9.1
"1951-10","Furniture",22.7
"1951-10","Purchase of passenger vehicles",25.2
"1951-10","Gasoline",12.6
"1951-10","Local and commuter transportation",5.8
"1951-10","Inter-city transportation",5
"1951-10","Personal care services",7.1
"1951-10","Reading material (excluding textbooks)",7.3
"1951-10","Tobacco products and smokers' supplies",6.8
"1951-11","All-items",14.3
"1951-11","Bakery and cereal products (excluding baby food)",11.4
"1951-11","Rented accommodation",22.2
"1951-11","Mortgage interest cost",10
"1951-11","Homeowners' replacement cost",10.8
"1951-11","Property taxes and other special charges",11
"1951-11","Homeowners' home and mortgage insurance",3.7
"1951-11","Homeowners' maintenance and repairs",10.2
"1951-11","Electricity",12.5
"1951-11","Natural gas",11.4
"1951-11","Fuel oil and other fuels",9.1
"1951-11","Furniture",22.7
"1951-11","Purchase of passenger vehicles",25.2
"1951-11","Gasoline",12.6
"1951-11","Local and commuter transportation",5.8
"1951-11","Inter-city transportation",5
"1951-11","Personal care services",7.1
"1951-11","Reading material (excluding textbooks)",7.3
"1951-11","Tobacco products and smokers' supplies",7.1
"1951-12","All-items",14.3
"1951-12","Bakery and cereal products (excluding baby food)",11.4
"1951-12","Rented accommodation",22.2
"1951-12","Mortgage interest cost",10
"1951-12","Homeowners' replacement cost",10.8
"1951-12","Property taxes and other special charges",11
"1951-12","Homeowners' home and mortgage insurance",3.7
"1951-12","Homeowners' maintenance and repairs",10.2
"1951-12","Electricity",12.5
"1951-12","Natural gas",11.4
"1951-12","Fuel oil and other fuels",9.1
"1951-12","Furniture",22.9
"1951-12","Purchase of passenger vehicles",25.2
"1951-12","Gasoline",12.6
"1951-12","Local and commuter transportation",5.8
"1951-12","Inter-city transportation",5
"1951-12","Personal care services",7.2
"1951-12","Reading material (excluding textbooks)",7.3
"1951-12","Tobacco products and smokers' supplies",7.1
"1952-01","All-items",14.4
"1952-01","Bakery and cereal products (excluding baby food)",11.4
"1952-01","Rented accommodation",22.2
"1952-01","Mortgage interest cost",10
"1952-01","Homeowners' replacement cost",10.8
"1952-01","Property taxes and other special charges",11
"1952-01","Homeowners' home and mortgage insurance",3.8
"1952-01","Homeowners' maintenance and repairs",10.2
"1952-01","Electricity",12.5
"1952-01","Natural gas",11.4
"1952-01","Fuel oil and other fuels",9.1
"1952-01","Furniture",22.9
"1952-01","Purchase of passenger vehicles",25.2
"1952-01","Gasoline",12.7
"1952-01","Local and commuter transportation",5.8
"1952-01","Inter-city transportation",5
"1952-01","Personal care services",7.1
"1952-01","Reading material (excluding textbooks)",7.3
"1952-01","Tobacco products and smokers' supplies",7.1
"1952-02","All-items",14.3
"1952-02","Bakery and cereal products (excluding baby food)",11.5
"1952-02","Rented accommodation",22.2
"1952-02","Mortgage interest cost",10
"1952-02","Homeowners' replacement cost",10.8
"1952-02","Property taxes and other special charges",11
"1952-02","Homeowners' home and mortgage insurance",3.8
"1952-02","Homeowners' maintenance and repairs",10.2
"1952-02","Electricity",12.6
"1952-02","Natural gas",11.3
"1952-02","Fuel oil and other fuels",9.1
"1952-02","Furniture",22.7
"1952-02","Purchase of passenger vehicles",25.2
"1952-02","Gasoline",12.7
"1952-02","Local and commuter transportation",5.8
"1952-02","Inter-city transportation",5
"1952-02","Personal care services",7.2
"1952-02","Reading material (excluding textbooks)",7.3
"1952-02","Tobacco products and smokers' supplies",7.1
"1952-03","All-items",14.2
"1952-03","Bakery and cereal products (excluding baby food)",11.5
"1952-03","Rented accommodation",22.5
"1952-03","Mortgage interest cost",10
"1952-03","Homeowners' replacement cost",10.8
"1952-03","Property taxes and other special charges",11.1
"1952-03","Homeowners' home and mortgage insurance",3.8
"1952-03","Homeowners' maintenance and repairs",10.2
"1952-03","Electricity",12.6
"1952-03","Natural gas",11.3
"1952-03","Fuel oil and other fuels",9.1
"1952-03","Furniture",23
"1952-03","Purchase of passenger vehicles",26
"1952-03","Gasoline",12.7
"1952-03","Local and commuter transportation",5.8
"1952-03","Inter-city transportation",5
"1952-03","Personal care services",7.2
"1952-03","Reading material (excluding textbooks)",7.5
"1952-03","Tobacco products and smokers' supplies",7.1
"1952-04","All-items",14.2
"1952-04","Bakery and cereal products (excluding baby food)",11.5
"1952-04","Rented accommodation",22.5
"1952-04","Mortgage interest cost",10
"1952-04","Homeowners' replacement cost",10.8
"1952-04","Property taxes and other special charges",11.1
"1952-04","Homeowners' home and mortgage insurance",3.8
"1952-04","Homeowners' maintenance and repairs",10.3
"1952-04","Electricity",12.6
"1952-04","Natural gas",11.3
"1952-04","Fuel oil and other fuels",9.1
"1952-04","Furniture",23
"1952-04","Purchase of passenger vehicles",26
"1952-04","Gasoline",12.7
"1952-04","Local and commuter transportation",5.8
"1952-04","Inter-city transportation",5
"1952-04","Personal care services",7.2
"1952-04","Reading material (excluding textbooks)",7.7
"1952-04","Tobacco products and smokers' supplies",7.1
"1952-05","All-items",14.1
"1952-05","Bakery and cereal products (excluding baby food)",11.6
"1952-05","Rented accommodation",22.5
"1952-05","Mortgage interest cost",10
"1952-05","Homeowners' replacement cost",10.9
"1952-05","Property taxes and other special charges",11.1
"1952-05","Homeowners' home and mortgage insurance",3.8
"1952-05","Homeowners' maintenance and repairs",10.3
"1952-05","Electricity",12.6
"1952-05","Natural gas",11.8
"1952-05","Fuel oil and other fuels",9.1
"1952-05","Furniture",23
"1952-05","Purchase of passenger vehicles",24.5
"1952-05","Gasoline",12.6
"1952-05","Local and commuter transportation",6.1
"1952-05","Inter-city transportation",5
"1952-05","Personal care services",7.3
"1952-05","Reading material (excluding textbooks)",7.7
"1952-05","Tobacco products and smokers' supplies",6.7
"1952-06","All-items",14.1
"1952-06","Bakery and cereal products (excluding baby food)",11.6
"1952-06","Rented accommodation",22.8
"1952-06","Mortgage interest cost",10
"1952-06","Homeowners' replacement cost",10.9
"1952-06","Property taxes and other special charges",11.1
"1952-06","Homeowners' home and mortgage insurance",3.9
"1952-06","Homeowners' maintenance and repairs",10.3
"1952-06","Electricity",12.6
"1952-06","Natural gas",11.8
"1952-06","Fuel oil and other fuels",9.2
"1952-06","Furniture",22.9
"1952-06","Purchase of passenger vehicles",24.5
"1952-06","Gasoline",12.6
"1952-06","Local and commuter transportation",6.1
