"REF_DATE","GEO","Labour force characteristics","VALUE"
"1976-07","Saskatchewan","Part-time employment ",62.1
"1976-07","Saskatchewan","Unemployment",17.5
"1976-07","Saskatchewan","Unemployment rate",4.4
"1976-07","Saskatchewan","Participation rate",60.7
"1976-07","Saskatchewan","Employment rate",58
"1976-07","Alberta","Population",1326.3
"1976-07","Alberta","Labour force",891.1
"1976-07","Alberta","Employment",858.5
"1976-07","Alberta","Full-time employment",739.6
"1976-07","Alberta","Part-time employment ",118.9
"1976-07","Alberta","Unemployment",32.6
"1976-07","Alberta","Unemployment rate",3.7
"1976-07","Alberta","Participation rate",67.2
"1976-07","Alberta","Employment rate",64.7
"1976-07","British Columbia","Population",1878.4
"1976-07","British Columbia","Labour force",1172.6
"1976-07","British Columbia","Employment",1068.1
"1976-07","British Columbia","Full-time employment",891.5
"1976-07","British Columbia","Part-time employment ",176.7
"1976-07","British Columbia","Unemployment",104.5
"1976-07","British Columbia","Unemployment rate",8.9
"1976-07","British Columbia","Participation rate",62.4
"1976-07","British Columbia","Employment rate",56.9
"1976-08","Newfoundland and Labrador","Population",371.6
"1976-08","Newfoundland and Labrador","Labour force",181.9
"1976-08","Newfoundland and Labrador","Employment",156.5
"1976-08","Newfoundland and Labrador","Full-time employment",144.1
"1976-08","Newfoundland and Labrador","Part-time employment ",12.3
"1976-08","Newfoundland and Labrador","Unemployment",25.5
"1976-08","Newfoundland and Labrador","Unemployment rate",14
"1976-08","Newfoundland and Labrador","Participation rate",49
"1976-08","Newfoundland and Labrador","Employment rate",42.1
"1976-08","Prince Edward Island","Population",83
"1976-08","Prince Edward Island","Labour force",46.7
"1976-08","Prince Edward Island","Employment",42.4
"1976-08","Prince Edward Island","Full-time employment",35.9
"1976-08","Prince Edward Island","Part-time employment ",6.5
"1976-08","Prince Edward Island","Unemployment",4.3
"1976-08","Prince Edward Island","Unemployment rate",9.2
"1976-08","Prince Edward Island","Participation rate",56.3
"1976-08","Prince Edward Island","Employment rate",51.1
"1976-08","Nova Scotia","Population",591.8
"1976-08","Nova Scotia","Labour force",327.1
"1976-08","Nova Scotia","Employment",293.9
"1976-08","Nova Scotia","Full-time employment",258
"1976-08","Nova Scotia","Part-time employment ",35.9
"1976-08","Nova Scotia","Unemployment",33.2
"1976-08","Nova Scotia","Unemployment rate",10.1
"1976-08","Nova Scotia","Participation rate",55.3
"1976-08","Nova Scotia","Employment rate",49.7
"1976-08","New Brunswick","Population",483.6
"1976-08","New Brunswick","Labour force",259.6
"1976-08","New Brunswick","Employment",232.7
"1976-08","New Brunswick","Full-time employment",206.9
"1976-08","New Brunswick","Part-time employment ",25.8
"1976-08","New Brunswick","Unemployment",26.9
"1976-08","New Brunswick","Unemployment rate",10.4
"1976-08","New Brunswick","Participation rate",53.7
"1976-08","New Brunswick","Employment rate",48.1
"1976-08","Quebec","Population",4753.2
"1976-08","Quebec","Labour force",2780
"1976-08","Quebec","Employment",2534.6
"1976-08","Quebec","Full-time employment",2305.1
"1976-08","Quebec","Part-time employment ",229.5
"1976-08","Quebec","Unemployment",245.4
"1976-08","Quebec","Unemployment rate",8.8
"1976-08","Quebec","Participation rate",58.5
"1976-08","Quebec","Employment rate",53.3
"1976-08","Ontario","Population",6225.6
"1976-08","Ontario","Labour force",3996.6
"1976-08","Ontario","Employment",3754.5
"1976-08","Ontario","Full-time employment",3253.2
"1976-08","Ontario","Part-time employment ",501.2
"1976-08","Ontario","Unemployment",242.1
"1976-08","Ontario","Unemployment rate",6.1
"1976-08","Ontario","Participation rate",64.2
"1976-08","Ontario","Employment rate",60.3
"1976-08","Manitoba","Population",738.9
"1976-08","Manitoba","Labour force",459.3
"1976-08","Manitoba","Employment",439.7
"1976-08","Manitoba","Full-time employment",380.1
"1976-08","Manitoba","Part-time employment ",59.5
"1976-08","Manitoba","Unemployment",19.7
"1976-08","Manitoba","Unemployment rate",4.3
"1976-08","Manitoba","Participation rate",62.2
"1976-08","Manitoba","Employment rate",59.5
"1976-08","Saskatchewan","Population",659.4
"1976-08","Saskatchewan","Labour force",407
"1976-08","Saskatchewan","Employment",387.5
"1976-08","Saskatchewan","Full-time employment",325.1
"1976-08","Saskatchewan","Part-time employment ",62.4
"1976-08","Saskatchewan","Unemployment",19.5
"1976-08","Saskatchewan","Unemployment rate",4.8
"1976-08","Saskatchewan","Participation rate",61.7
"1976-08","Saskatchewan","Employment rate",58.8
"1976-08","Alberta","Population",1334.5
"1976-08","Alberta","Labour force",894
"1976-08","Alberta","Employment",861.3
"1976-08","Alberta","Full-time employment",739.2
"1976-08","Alberta","Part-time employment ",122.2
"1976-08","Alberta","Unemployment",32.7
"1976-08","Alberta","Unemployment rate",3.7
"1976-08","Alberta","Participation rate",67
"1976-08","Alberta","Employment rate",64.5
"1976-08","British Columbia","Population",1882.8
"1976-08","British Columbia","Labour force",1171.8
"1976-08","British Columbia","Employment",1077.5
"1976-08","British Columbia","Full-time employment",914.2
"1976-08","British Columbia","Part-time employment ",163.2
"1976-08","British Columbia","Unemployment",94.4
"1976-08","British Columbia","Unemployment rate",8.1
"1976-08","British Columbia","Participation rate",62.2
"1976-08","British Columbia","Employment rate",57.2
"1976-09","Newfoundland and Labrador","Population",372.1
"1976-09","Newfoundland and Labrador","Labour force",182.5
"1976-09","Newfoundland and Labrador","Employment",157.8
"1976-09","Newfoundland and Labrador","Full-time employment",145.6
"1976-09","Newfoundland and Labrador","Part-time employment ",12.2
"1976-09","Newfoundland and Labrador","Unemployment",24.7
"1976-09","Newfoundland and Labrador","Unemployment rate",13.5
"1976-09","Newfoundland and Labrador","Participation rate",49
"1976-09","Newfoundland and Labrador","Employment rate",42.4
"1976-09","Prince Edward Island","Population",83.2
"1976-09","Prince Edward Island","Labour force",47.7
"1976-09","Prince Edward Island","Employment",43.5
"1976-09","Prince Edward Island","Full-time employment",37.4
"1976-09","Prince Edward Island","Part-time employment ",6.1
"1976-09","Prince Edward Island","Unemployment",4.2
"1976-09","Prince Edward Island","Unemployment rate",8.8
"1976-09","Prince Edward Island","Participation rate",57.3
"1976-09","Prince Edward Island","Employment rate",52.3
"1976-09","Nova Scotia","Population",592.5
"1976-09","Nova Scotia","Labour force",328.9
"1976-09","Nova Scotia","Employment",297.1
"1976-09","Nova Scotia","Full-time employment",260.3
"1976-09","Nova Scotia","Part-time employment ",36.8
"1976-09","Nova Scotia","Unemployment",31.8
"1976-09","Nova Scotia","Unemployment rate",9.7
"1976-09","Nova Scotia","Participation rate",55.5
"1976-09","Nova Scotia","Employment rate",50.1
"1976-09","New Brunswick","Population",484.3
"1976-09","New Brunswick","Labour force",260.7
"1976-09","New Brunswick","Employment",232.6
"1976-09","New Brunswick","Full-time employment",207.5
"1976-09","New Brunswick","Part-time employment ",25.1
"1976-09","New Brunswick","Unemployment",28.1
"1976-09","New Brunswick","Unemployment rate",10.8
"1976-09","New Brunswick","Participation rate",53.8
"1976-09","New Brunswick","Employment rate",48
"1976-09","Quebec","Population",4759.1
"1976-09","Quebec","Labour force",2785
"1976-09","Quebec","Employment",2535.3
"1976-09","Quebec","Full-time employment",2307.6
"1976-09","Quebec","Part-time employment ",227.7
"1976-09","Quebec","Unemployment",249.8
"1976-09","Quebec","Unemployment rate",9
"1976-09","Quebec","Participation rate",58.5
"1976-09","Quebec","Employment rate",53.3
"1976-09","Ontario","Population",6235.4
"1976-09","Ontario","Labour force",3981.3
"1976-09","Ontario","Employment",3753.7
"1976-09","Ontario","Full-time employment",3250.3
"1976-09","Ontario","Part-time employment ",503.4
"1976-09","Ontario","Unemployment",227.7
"1976-09","Ontario","Unemployment rate",5.7
"1976-09","Ontario","Participation rate",63.8
"1976-09","Ontario","Employment rate",60.2
"1976-09","Manitoba","Population",739.7
"1976-09","Manitoba","Labour force",458.8
"1976-09","Manitoba","Employment",437.1
"1976-09","Manitoba","Full-time employment",377.7
"1976-09","Manitoba","Part-time employment ",59.4
"1976-09","Manitoba","Unemployment",21.7
"1976-09","Manitoba","Unemployment rate",4.7
"1976-09","Manitoba","Participation rate",62
"1976-09","Manitoba","Employment rate",59.1
"1976-09","Saskatchewan","Population",660.6
"1976-09","Saskatchewan","Labour force",404.1
"1976-09","Saskatchewan","Employment",389.8
"1976-09","Saskatchewan","Full-time employment",330.8
"1976-09","Saskatchewan","Part-time employment ",59
"1976-09","Saskatchewan","Unemployment",14.3
"1976-09","Saskatchewan","Unemployment rate",3.5
"1976-09","Saskatchewan","Participation rate",61.2
"1976-09","Saskatchewan","Employment rate",59
"1976-09","Alberta","Population",1341.1
"1976-09","Alberta","Labour force",909.9
"1976-09","Alberta","Employment",875.1
"1976-09","Alberta","Full-time employment",748.5
"1976-09","Alberta","Part-time employment ",126.7
"1976-09","Alberta","Unemployment",34.8
"1976-09","Alberta","Unemployment rate",3.8
"1976-09","Alberta","Participation rate",67.8
"1976-09","Alberta","Employment rate",65.3
"1976-09","British Columbia","Population",1886.2
"1976-09","British Columbia","Labour force",1173
"1976-09","British Columbia","Employment",1073.3
"1976-09","British Columbia","Full-time employment",916.9
"1976-09","British Columbia","Part-time employment ",156.5
"1976-09","British Columbia","Unemployment",99.6
"1976-09","British Columbia","Unemployment rate",8.5
"1976-09","British Columbia","Participation rate",62.2
"1976-09","British Columbia","Employment rate",56.9
"1976-10","Newfoundland and Labrador","Population",372.4
"1976-10","Newfoundland and Labrador","Labour force",183.7
"1976-10","Newfoundland and Labrador","Employment",158.1
"1976-10","Newfoundland and Labrador","Full-time employment",145.1
"1976-10","Newfoundland and Labrador","Part-time employment ",13
"1976-10","Newfoundland and Labrador","Unemployment",25.6
"1976-10","Newfoundland and Labrador","Unemployment rate",13.9
"1976-10","Newfoundland and Labrador","Participation rate",49.3
"1976-10","Newfoundland and Labrador","Employment rate",42.5
"1976-10","Prince Edward Island","Population",83.3
"1976-10","Prince Edward Island","Labour force",47.6
"1976-10","Prince Edward Island","Employment",43.3
"1976-10","Prince Edward Island","Full-time employment",36.7
"1976-10","Prince Edward Island","Part-time employment ",6.6
"1976-10","Prince Edward Island","Unemployment",4.3
"1976-10","Prince Edward Island","Unemployment rate",9
"1976-10","Prince Edward Island","Participation rate",57.1
"1976-10","Prince Edward Island","Employment rate",52
"1976-10","Nova Scotia","Population",593.4
"1976-10","Nova Scotia","Labour force",330.8
"1976-10","Nova Scotia","Employment",297
"1976-10","Nova Scotia","Full-time employment",259.9
"1976-10","Nova Scotia","Part-time employment ",37.2
"1976-10","Nova Scotia","Unemployment",33.8
"1976-10","Nova Scotia","Unemployment rate",10.2
"1976-10","Nova Scotia","Participation rate",55.7
"1976-10","Nova Scotia","Employment rate",50.1
"1976-10","New Brunswick","Population",485
"1976-10","New Brunswick","Labour force",259.9
"1976-10","New Brunswick","Employment",230.6
"1976-10","New Brunswick","Full-time employment",205.8
"1976-10","New Brunswick","Part-time employment ",24.8
"1976-10","New Brunswick","Unemployment",29.3
"1976-10","New Brunswick","Unemployment rate",11.3
"1976-10","New Brunswick","Participation rate",53.6
"1976-10","New Brunswick","Employment rate",47.5
"1976-10","Quebec","Population",4764.9
"1976-10","Quebec","Labour force",2803.2
"1976-10","Quebec","Employment",2538.8
"1976-10","Quebec","Full-time employment",2297.3
"1976-10","Quebec","Part-time employment ",241.5
"1976-10","Quebec","Unemployment",264.4
"1976-10","Quebec","Unemployment rate",9.4
"1976-10","Quebec","Participation rate",58.8
"1976-10","Quebec","Employment rate",53.3
"1976-10","Ontario","Population",6244.9
"1976-10","Ontario","Labour force",4002.3
"1976-10","Ontario","Employment",3744.2
"1976-10","Ontario","Full-time employment",3234.4
"1976-10","Ontario","Part-time employment ",509.7
"1976-10","Ontario","Unemployment",258.1
"1976-10","Ontario","Unemployment rate",6.4
"1976-10","Ontario","Participation rate",64.1
"1976-10","Ontario","Employment rate",60
"1976-10","Manitoba","Population",740.4
"1976-10","Manitoba","Labour force",457.6
"1976-10","Manitoba","Employment",436.5
"1976-10","Manitoba","Full-time employment",373.7
"1976-10","Manitoba","Part-time employment ",62.8
"1976-10","Manitoba","Unemployment",21.1
"1976-10","Manitoba","Unemployment rate",4.6
"1976-10","Manitoba","Participation rate",61.8
"1976-10","Manitoba","Employment rate",59
"1976-10","Saskatchewan","Population",661.8
"1976-10","Saskatchewan","Labour force",398.2
"1976-10","Saskatchewan","Employment",382.6
"1976-10","Saskatchewan","Full-time employment",321.7
"1976-10","Saskatchewan","Part-time employment ",60.9
"1976-10","Saskatchewan","Unemployment",15.6
"1976-10","Saskatchewan","Unemployment rate",3.9
"1976-10","Saskatchewan","Participation rate",60.2
"1976-10","Saskatchewan","Employment rate",57.8
"1976-10","Alberta","Population",1347.7
"1976-10","Alberta","Labour force",906.7
"1976-10","Alberta","Employment",870.2
"1976-10","Alberta","Full-time employment",741.5
"1976-10","Alberta","Part-time employment ",128.7
"1976-10","Alberta","Unemployment",36.4
"1976-10","Alberta","Unemployment rate",4
"1976-10","Alberta","Participation rate",67.3
"1976-10","Alberta","Employment rate",64.6
"1976-10","British Columbia","Population",1889.7
"1976-10","British Columbia","Labour force",1175.3
"1976-10","British Columbia","Employment",1081.2
"1976-10","British Columbia","Full-time employment",921.6
"1976-10","British Columbia","Part-time employment ",159.6
"1976-10","British Columbia","Unemployment",94
"1976-10","British Columbia","Unemployment rate",8
"1976-10","British Columbia","Participation rate",62.2
"1976-10","British Columbia","Employment rate",57.2
"1976-11","Newfoundland and Labrador","Population",372.9
"1976-11","Newfoundland and Labrador","Labour force",183
"1976-11","Newfoundland and Labrador","Employment",156.8
"1976-11","Newfoundland and Labrador","Full-time employment",144.9
"1976-11","Newfoundland and Labrador","Part-time employment ",11.8
"1976-11","Newfoundland and Labrador","Unemployment",26.2
"1976-11","Newfoundland and Labrador","Unemployment rate",14.3
"1976-11","Newfoundland and Labrador","Participation rate",49.1
"1976-11","Newfoundland and Labrador","Employment rate",42
"1976-11","Prince Edward Island","Population",83.4
"1976-11","Prince Edward Island","Labour force",48.5
"1976-11","Prince Edward Island","Employment",44.5
"1976-11","Prince Edward Island","Full-time employment",37.6
"1976-11","Prince Edward Island","Part-time employment ",6.8
"1976-11","Prince Edward Island","Unemployment",4
"1976-11","Prince Edward Island","Unemployment rate",8.2
"1976-11","Prince Edward Island","Participation rate",58.2
"1976-11","Prince Edward Island","Employment rate",53.4
